"airport","flight_count","delay_count","avg_duration","avg_distance","total_distance","avg_depart_delay","avg_arrival_delay"
"ACK",492,401,61.7876288659794,190.264227642276,93610,16.3888888888889,9.47010309278351
"ACT",1612,1209,47.0474642392718,89,143468,7.60751295336788,4.65864759427828
"ACV",1320,55,69.6056782334385,250,330000,12.0173228346457,7.84148264984227
"ACY",3572,127,136.962290898781,813.263437849944,2904977,9.9464892412231,8.73490218315849
"ADK",96,817,164.034090909091,1192,114432,10.6629213483146,11.0340909090909
"ADQ",460,703,51.5263157894737,253,116380,0.405034324942792,1.89702517162471
"AEX",3146,30,80.6270464963982,341.301652892562,1073735,9.12214239059438,8.94335297969875
"AGS",2361,2192,58.5287846481876,143.226598898772,338158,8.49147485080989,8.45245202558635
"AKN",63,121,56.6666666666667,288,18144,2.68253968253968,4.34920634920635
"ALB",7459,1202,136.08112537558,743.185949859231,5543424,6.81318082788671,-1.86724938541382
"ALO",617,4493,74.3201376936317,234,144378,5.58833619210978,1.15318416523236
"AMA",4214,93,82.6629847815415,400.53725676317,1687864,7.17180616740088,6.4160530191458
"ANC",16005,1346,192.045201668985,1397.84661043424,22372535,3.40681589537223,-0.382286003287394
"APN",573,129846,63.1666666666667,198,113454,4.94890510948905,1.77106227106227
"ASE",3562,710,114.388905914802,637.567658618754,2271016,17.587537993921,15.4924915721728
"ATL",346836,16239,115.003024692436,639.988810273443,221971159,9.34069527039584,3.04677356436278
"ATW",2848,775,77.1674519753534,285.051966292135,811828,5.66233297219213,5.65422254440015
"AUS",42067,357,133.808755315037,821.952052677871,34577057,10.2162767725926,5.01403652879784
"AVL",2745,331,76.5065469509914,287.455737704918,789066,9.26219739292365,6.08754208754209
"AVP",1359,6104,115.341628959276,550.07799852833,747556,8.96018031555222,6.50603318250377
